u1	u2	nobservations	iqr
1	7.012040222281026	7558	7.0
2	5.8992429066723275	14133	6.0
3	5.013243396832458	13491	4.333333333333334
4	4.499076044349871	8929	3.5
5	4.197296656390793	4217	2.8000000000000003
6	3.898809523809527	1540	2.5
7	3.632746249184606	438	2.142857142857143
8	3.4699074074074074	108	2.0
9	3.386473429951691	23	2.0555555555555554
10	4.225	8	2.349999999999999
11	2.727272727272727	1	0.0
12	2.4583333333333335	2	0.125
14	5.571428571428571	1	0.0
17	3.4705882352941178	1	0.0
18	1.7777777777777777	1	0.0
19	2.210526315789474	1	0.0
27	2.5185185185185186	1	0.0
