u1	u2	nobservations	iqr
1	6.425531914893617	47	2.0
2	7.033653846153846	104	3.0
3	6.492354740061163	109	2.666666666666667
4	6.721666666666667	150	2.4375
5	6.13504273504274	117	1.7999999999999998
6	6.723991507430998	157	2.0
7	6.777070063694266	157	1.5714285714285712
8	6.549079754601227	163	1.8125
9	6.721023181454834	139	1.6111111111111107
10	6.480379746835444	158	1.4000000000000004
11	6.650072150072149	126	1.7045454545454541
12	6.599747474747474	132	1.4375
13	6.575864502470005	109	1.6153846153846159
14	6.510667903525046	154	1.3214285714285712
15	6.523563218390806	116	1.4000000000000004
16	6.42464953271028	107	1.46875
17	6.471826625386997	95	1.2941176470588234
18	6.527777777777779	92	1.1527777777777777
19	6.777631578947367	80	1.1315789473684204
20	6.597500000000004	80	1.1500000000000004
21	6.690476190476192	68	1.166666666666667
22	6.675438596491225	57	1.3181818181818183
23	6.516304347826089	48	1.4999999999999991
24	6.663120567375884	47	1.166666666666667
25	6.597037037037037	27	1.2599999999999998
26	6.6860706860706856	37	1.5
27	6.613026819923371	29	1.2222222222222223
28	6.380952380952381	21	0.8571428571428568
29	6.389162561576355	14	1.31896551724138
30	6.7041666666666675	16	1.0000000000000009
31	6.905707196029776	13	1.0
32	7.078125	14	1.4375
33	6.96969696969697	11	0.5909090909090908
34	7.024509803921568	12	1.1397058823529411
35	6.716483516483516	13	0.9142857142857137
36	6.938888888888888	15	0.9305555555555554
37	7.064864864864864	5	0.9459459459459456
38	6.720394736842105	8	1.046052631578947
39	6.7655677655677655	7	1.2051282051282053
40	6.435714285714285	7	0.9375
41	7.121951219512194	6	0.8414634146341475
42	7.690476190476191	1	0.0
43	5.802325581395349	2	0.7093023255813948
44	6.4727272727272736	5	0.2727272727272734
45	6.748148148148148	3	0.6888888888888882
46	6.884057971014492	3	0.5652173913043477
47	7.234042553191489	5	1.212765957446809
48	6.298611111111111	3	0.6770833333333339
49	6.714285714285714	1	0.0
50	8.120000000000001	2	0.2599999999999998
51	7.9411764705882355	2	0.2549019607843137
52	6.230769230769231	2	0.05769230769230749
53	6.622641509433962	1	0.0
55	6.527272727272727	1	0.0
57	7.43859649122807	1	0.0
58	6.362068965517241	1	0.0
64	7.5859375	2	0.3203125
69	7.0	1	0.0
74	6.716216216216216	1	0.0
